road,id,model_type,name,lat,lon,length,condition
N5,41000067,bridge,N5_LRP056c_LRP056d,23.854,89.9558611,645.8299999999999,2
N5,41000068,link,N5_LRP056d_LRP057b,23.8538333,89.95575,640.0000000000006,
N5,41000069,bridge,N5_LRP057b_LRP057c,23.8491941,89.9518333,19.3,0
N5,41000070,link,N5_LRP057c_LRP058a,23.849083,89.9515278,498.00000000000466,
N5,41000071,bridge,N5_LRP058a_LRP058b,23.849083,89.9466108,28.310000000000002,0
N5,41000072,link,N5_LRP058b_LRP058e,23.849083,89.9464997,619.9999999999974,
N5,41000073,bridge,N5_LRP058e_LRP058f,23.8505,89.9406386,12.000000000000455,0
N5,41000074,link,N5_LRP058f_LRP059a,23.8505278,89.9405274,537.9999999999967,
N5,41000075,bridge,N5_LRP059a_LRP059b,23.8514167,89.9354719,12.3,1
N5,41000076,link,N5_LRP059b_LRP060a,23.8514167,89.9353608,951.0000000000005,
N5,41000077,bridge,N5_LRP060a_LRP060b,23.853977874407583,89.92631374407583,12.184999999999999,2
N5,41000078,link,N5_LRP060b_LRP060e,23.8541111,89.9259716,691.0000000000025,
N5,41000079,bridge,N5_LRP060e_LRP060f,23.8549167,89.9196938,12.999999999998124,0
N5,41000080,link,N5_LRP060f_LRP061a,23.8549167,89.9195549,417.0000000000016,
N5,41000081,bridge,N5_LRP061a_LRP061b,23.8543889,89.9151944,12.875,0
N5,41000082,link,N5_LRP061b_LRP062a,23.8543889,89.9150833,716.000000000001,
N5,41000083,bridge,N5_LRP062a_LRP062b,23.8522778,89.9085556,12.835,2
N5,41000084,link,N5_LRP062b_LRP062c,23.8522222,89.9082778,545.0000000000017,
N5,41000085,bridge,N5_LRP062c_LRP062d,23.8510833,89.9031111,18.000000000000682,0
N5,41000086,link,N5_LRP062d_LRP064a,23.8510556,89.9029444,1542.999999999992,
N5,41000087,bridge,N5_LRP064a_LRP064b,23.8487774,89.8879997,48.00000000000182,0
N5,41000088,link,N5_LRP064b_LRP065b,23.8486941,89.8875552,1668.9999999999968,
N5,41000089,bridge,N5_LRP065b_LRP065c,23.8349163,89.8715549,17.000000000010118,0
N5,41000090,link,N5_LRP065c_LRP066a,23.8348886,89.8713604,467.9999999999893,
N5,41000091,bridge,N5_LRP066a_LRP066b,23.8342774,89.8668327,18.45,1
N5,41000092,link,N5_LRP066b_LRP068a,23.8342497,89.8666111,2438.0000000000023,
N5,41000093,bridge,N5_LRP068a_LRP068b,23.845833,89.8432219,49.375,0
N5,41000094,link,N5_LRP068b_LRP071a,23.845833,89.843083,2402.000000000001,
N5,41000095,bridge,N5_LRP071a_LRP071b,23.8454719,89.8196382,49.99999999999716,0
N5,41000096,link,N5_LRP071b_LRP074b,23.8454441,89.8191382,3382.0000000000055,
N5,41000097,bridge,N5_LRP074b_LRP074c,23.8206104,89.8149722,27.999999999991587,0
N5,41000098,link,N5_LRP074c_LRP102a,23.820416,89.8148611,27743.00000000001,
N5,41000099,bridge,N5_LRP102a_LRP102b,23.9035556,89.6324993,19.215,2
N5,41000100,link,N5_LRP102b_LRP115a,23.9036667,89.6323604,14089.99999999999,
N5,41000101,bridge,N5_LRP115a_LRP115b,24.0190827,89.6042778,11.5,2
N5,41000102,link,N5_LRP115b_LRP117a,24.0192493,89.6041667,1472.999999999999,
N5,41000103,bridge,N5_LRP117a_LRP117b,24.0321938,89.6041389,90.00000000000341,0
N5,41000104,link,N5_LRP117b_LRP118a,24.0331104,89.60425,1519.999999999996,
N5,41000105,bridge,N5_LRP118a_LRP118b,24.0456386,89.6041944,81.28,1
N5,41000106,link,N5_LRP118b_LRP119a,24.0460274,89.6043056,402.000000000001,
N5,41000107,bridge,N5_LRP119a_LRP119b,24.049833,89.6053056,44.58,2
N5,41000108,link,N5_LRP119b_LRP122b,24.0501944,89.6053889,3420.9999999999923,
N5,41000109,bridge,N5_LRP122b_LRP122c,24.0787771,89.6074167,135.00000000000512,0
N5,41000110,link,N5_LRP122c_LRP125a,24.0797216,89.6066389,2332.999999999998,
N5,41000111,bridge,N5_LRP125a_LRP125b,24.0929441,89.5887774,13.4,1
N5,41000112,link,N5_LRP125b_LRP126b,24.0933608,89.5882219,1637.9999999999911,
N5,41000113,bridge,N5_LRP126b_LRP126c,24.1066667,89.5813327,45.000000000001705,0
N5,41000114,link,N5_LRP126c_LRP127a,24.107,89.5813327,188.0000000000024,
N5,41000115,bridge,N5_LRP127a_LRP127b,24.1086389,89.5803604,43.44,2
N5,41000116,link,N5_LRP127b_LRP128b,24.109,89.5801938,1579.999999999984,
N5,41000117,bridge,N5_LRP128b_LRP128c,24.1223604,89.577666,20.000000000010232,0
N5,41000118,link,N5_LRP128c_LRP130a,24.1224716,89.5777216,984.9999999999852,
N5,41000119,bridge,N5_LRP130a_LRP130b,24.1300271,89.581916,2.8,0
N5,41000120,link,N5_LRP130b_LRP131a,24.1345552,89.584583,795.9999999999923,
N5,41000121,bridge,N5_LRP131a_LRP131b,24.141583,89.5871941,572.11,2
N5,41000122,link,N5_LRP131b_LRP131c,24.1418886,89.5871941,443.9999999999884,
N5,41000123,bridge,N5_LRP131c_LRP131d,24.1458052,89.5869163,20.000000000010232,0
N5,41000124,link,N5_LRP131d_LRP132a,24.1459719,89.5868886,549.999999999983,
N5,41000125,bridge,N5_LRP132a_LRP132b,24.1509722,89.5864719,40.99999999999682,0
N5,41000126,link,N5_LRP132b_LRP133a,24.1513889,89.5864163,1174.0000000000066,
N5,41000127,bridge,N5_LRP133a_LRP133b,24.162,89.5859719,32.0,0
N5,41000128,link,N5_LRP133b_LRP133c,24.1619444,89.5859163,449.0000000000123,
N5,41000129,bridge,N5_LRP133c_LRP133d,24.1660556,89.5860274,25.0,0
N5,41000130,link,N5_LRP133d_LRP134a,24.1663056,89.5860552,409.9999999999966,
N5,41000131,bridge,N5_LRP134a_LRP134b,24.1699993,89.5862497,46.015,2
N5,41000132,link,N5_LRP134b_LRP134d,24.1702493,89.5862497,747.9999999999905,
N5,41000133,bridge,N5_LRP134d_LRP134e,24.1769438,89.5870552,33.00000000001546,0
N5,41000134,link,N5_LRP134e_LRP136a,24.1772216,89.5871941,1683.9999999999975,
N5,41000135,bridge,N5_LRP136a_LRP136b,24.1888052,89.5946386,25.6,0
N5,41000136,link,N5_LRP136b_LRP138a,24.189083,89.5949441,1530.9999999999775,
N5,41000137,bridge,N5_LRP138a_LRP138b,24.2019722,89.5899163,32.0,0
N5,41000138,link,N5_LRP138b_LRP141a,24.2023889,89.5896663,3686.9999999999836,
N5,41000139,bridge,N5_LRP141a_LRP141b,24.2308882,89.5743604,51.00000000001614,0
N5,41000140,link,N5_LRP141b_LRP142a,24.2313049,89.5743604,899.0000000000009,
N5,41000141,bridge,N5_LRP142a_LRP142b,24.239333,89.5736104,7.27,0
N5,41000142,link,N5_LRP142b_LRP145a,24.2394441,89.5736104,2254.9999999999955,
N5,41000143,bridge,N5_LRP145a_LRP145b,24.2590278,89.5713604,56.000000000011596,0
N5,41000144,link,N5_LRP145b_LRP145c,24.2595,89.5712216,363.9999999999759,
N5,41000145,bridge,N5_LRP145c_LRP145d,24.2627222,89.5707493,28.00000000002001,0
N5,41000146,link,N5_LRP145d_LRP150a,24.2629722,89.5708049,4427.999999999998,
N5,41000147,bridge,N5_LRP150a_LRP150b,24.2989163,89.568666,20.000000000010232,0
N5,41000148,link,N5_LRP150b_LRP154a,24.2989997,89.5686104,3934.9999999999736,
N5,41000149,bridge,N5_LRP154a_LRP154b,24.3330271,89.562,45.000000000015916,0
N5,41000150,link,N5_LRP154b_LRP156a,24.3332493,89.5618889,1551.9999999999925,
N5,41000151,bridge,N5_LRP156a_LRP156b,24.346833,89.5604167,43.91,1
N5,41000152,link,N5_LRP156b_LRP157a,24.3471663,89.5596389,1174.999999999983,
N5,41000153,bridge,N5_LRP157a_LRP157b,24.3559722,89.55575,22.999999999996135,0
N5,41000154,link,N5_LRP157b_LRP157c,24.3561667,89.5556389,404.0000000000248,
N5,41000155,bridge,N5_LRP157c_LRP157d,24.3593889,89.5538611,219.99999999999886,0
N5,41000156,link,N5_LRP157d_LRP158a,24.3595556,89.5537778,292.0000000000016,
N5,41000157,bridge,N5_LRP158a_LRP158b,24.3636111,89.5515,77.83,1
N5,41000158,link,N5_LRP158b_LRP158c,24.3638056,89.5513889,55.999999999983174,
N5,41000159,bridge,N5_LRP158c_LRP158d,24.3642778,89.5511389,24.00000000000091,0
N5,41000160,link,N5_LRP158d_LRP158f,24.3644444,89.5510278,590.0000000000034,
N5,41000161,bridge,N5_LRP158f_LRP158g,24.3693049,89.5487219,70.0000000000216,0
N5,41000162,link,N5_LRP158g_LRP159a,24.3698327,89.5484997,381.9999999999766,
N5,41000163,bridge,N5_LRP159a_LRP159b,24.3730827,89.5472497,25.2,0
N5,41000164,link,N5_LRP159b_LRP159c,24.3736382,89.5470274,561.000000000007,
N5,41000165,bridge,N5_LRP159c_LRP159d,24.3783604,89.5451386,19.15,0
N5,41000166,link,N5_LRP159d_LRP161a,24.3785549,89.5451386,1270.0000000000102,
N5,41000167,bridge,N5_LRP161a_LRP161b,24.3896108,89.5472497,63.4,0
N5,41000168,link,N5_LRP161b_LRP162a,24.3897774,89.547333,1268.0000000000007,
N5,41000169,bridge,N5_LRP162a_LRP162b,24.4007222,89.5497219,11.0,0
N5,41000170,link,N5_LRP162b_LRP163a,24.4008889,89.5497497,1233.9999999999804,
N5,41000171,bridge,N5_LRP163a_LRP163b,24.4118889,89.5510833,19.1,0
N5,41000172,link,N5_LRP163b_LRP164a,24.4120556,89.5510833,551.9999999999925,
N5,41000173,bridge,N5_LRP164a_LRP164b,24.416666,89.5525,19.15,0
N5,41000174,link,N5_LRP164b_LRP165a,24.416916,89.5525,648.0000000000246,
N5,41000175,bridge,N5_LRP165a_LRP165b,24.4221382,89.5503611,10.7,0
N5,41000176,link,N5_LRP165b_LRP166a,24.4223604,89.55025,1419.0000000000111,
N5,41000177,bridge,N5_LRP166a_LRP166b,24.4346386,89.5471663,25.4,0
N5,41000178,link,N5_LRP166b_LRP167a,24.4349719,89.5471941,1359.9999999999852,
N5,41000179,bridge,N5_LRP167a_LRP167b,24.4392497,89.5465552,25.3,0
N5,41000180,link,N5_LRP167b_LRP170a,24.4477219,89.5464719,2114.0000000000045,
N5,41000181,bridge,N5_LRP170a_LRP170b,24.4627222,89.5360552,10.9,0
N5,41000182,link,N5_LRP170b_LRP170c,24.4628889,89.5356941,602.0000000000039,
N5,41000183,bridge,N5_LRP170c_LRP170d,24.4669438,89.5323327,24.00000000000091,0
N5,41000184,link,N5_LRP170d_LRP171a,24.4671382,89.5322771,861.9999999999948,
N5,41000185,bridge,N5_LRP171a_LRP171b,24.4740271,89.5286104,14.6,0
N5,41000186,link,N5_LRP171b_LRP172a,24.4742216,89.5284438,980.9999999999945,
N5,41000187,bridge,N5_LRP172a_LRP172b,24.4803604,89.5214438,43.35,1
N5,41000188,link,N5_LRP172b_LRP174a,24.4810827,89.5205549,1532.999999999987,
N5,41000189,bridge,N5_LRP174a_LRP174b,24.4906941,89.51025,5.5,0
N5,41000190,link,N5_LRP174b_LRP175a,24.4910274,89.5096111,1323.0000000000075,
N5,41000191,bridge,N5_LRP175a_LRP175b,24.5024444,89.5088056,5.3,0
N5,41000192,link,N5_LRP175b_LRP177a,24.5026111,89.5087778,1498.0000000000189,
N5,41000193,bridge,N5_LRP177a_LRP177b,24.5151111,89.51175,18.63,2
N5,41000194,link,N5_LRP177b_LRP178a,24.5156111,89.5118056,986.0000000000184,
N5,41000195,bridge,N5_LRP178a_LRP178b,24.524666,89.5116111,18.000000000000682,0
N5,41000196,link,N5_LRP178b_LRP181a,24.5246382,89.5115556,3048.999999999978,
N5,41000197,bridge,N5_LRP181a_LRP181b,24.5511667,89.5055556,7.1,0
N5,41000198,link,N5_LRP181b_LRP183a,24.5513056,89.5054167,2484.9999999999854,
N5,41000199,bridge,N5_LRP183a_LRP183b,24.5658611,89.4872774,19.0,2
N5,41000200,link,N5_LRP183b_LRP185a,24.5660556,89.4871108,1473.9999999999895,
N5,41000201,bridge,N5_LRP185a_LRP185b,24.5713604,89.4742771,5.44,0
N5,41000202,link,N5_LRP185b_LRP186a,24.5713882,89.474166,816.9999999999789,
N5,41000203,bridge,N5_LRP186a_LRP186b,24.5733049,89.4665278,10.6,0
N5,41000204,link,N5_LRP186b_LRP187a,24.5733049,89.4660278,1264.00000000001,
N5,41000205,bridge,N5_LRP187a_LRP187b,24.5817216,89.4599167,13.2,2
N5,41000206,link,N5_LRP187b_LRP213a,24.5817771,89.4598333,25729.99999999999,
N5,41000207,bridge,N5_LRP213a_LRP213b,24.7960274,89.3867497,20.000000000010232,0
N5,41000208,link,N5_LRP213b_LRP225a,24.7961941,89.3867219,11888.999999999982,
N5,41000209,bridge,N5_LRP225a_LRP225b,24.8840552,89.3558333,6.8,1
N5,41000210,link,N5_LRP225b_LRP233a,24.8841386,89.3558889,8294.000000000011,
N5,41000211,bridge,N5_LRP233a_LRP233b,24.9539722,89.35225,1.9,0
N5,41000212,link,N5_LRP233b_LRP238a,24.9545833,89.3525833,5211.999999999989,
N5,41000213,bridge,N5_LRP238a_LRP238b,24.9963608,89.3719993,6.8,0
N5,41000214,link,N5_LRP238b_LRP247a,24.9964163,89.3719716,8711.999999999987,
N5,41000215,bridge,N5_LRP247a_LRP247b,25.0732216,89.3750827,20.000000000010232,0
N5,41000216,link,N5_LRP247b_LRP258a,25.0733604,89.3751382,11224.999999999993,
N5,41000217,bridge,N5_LRP258a_LRP258b,25.1723882,89.389333,6.4,0
N5,41000218,link,N5_LRP258b_LRP260a,25.1736104,89.3889441,1223.0000000000132,
N5,41000219,bridge,N5_LRP260a_LRP260b,25.1846108,89.3886386,9.9,0
N5,41000220,link,N5_LRP260b_LRP260c,25.1851663,89.3886663,759.9999999999909,
N5,41000221,bridge,N5_LRP260c_LRP260d,25.1917774,89.3889441,39.99999999996362,0
N5,41000222,link,N5_LRP260d_LRP263a,25.1921386,89.3889441,2260.0000000000477,
N5,41000223,bridge,N5_LRP263a_LRP263b,25.2099444,89.3793604,9.95,0
N5,41000224,link,N5_LRP263b_LRP267b,25.2101667,89.3791938,4558.999999999969,
N5,41000225,bridge,N5_LRP267b_LRP267c,25.2474163,89.3631111,32.00000000003911,0
N5,41000226,link,N5_LRP267c_LRP268a,25.2476941,89.3631389,915.9999999999968,
N5,41000227,bridge,N5_LRP268a_LRP268b,25.2559167,89.3618889,33.999999999991815,0
N5,41000228,link,N5_LRP268b_LRP277a,25.2561389,89.3618333,8502.999999999985,
N5,41000229,bridge,N5_LRP277a_LRP277b,25.3292216,89.3406663,4.07,0
N5,41000230,link,N5_LRP277b_LRP280a,25.3293882,89.3407497,2918.9999999999827,
N5,41000231,bridge,N5_LRP280a_LRP280b,25.3538889,89.3379719,4.07,0
N5,41000232,link,N5_LRP280b_LRP286b,25.354,89.3378886,6613.0,
N5,41000233,bridge,N5_LRP286b_LRP286c,25.4113056,89.3225271,5.1,0
N5,41000234,link,N5_LRP286c_LRP315a,25.4114722,89.3224993,29118.99999999997,
N5,41000235,bridge,N5_LRP315a_LRP315b,25.66425,89.2731938,3.8,0
N5,41000236,link,N5_LRP315b_LRP317a,25.6645278,89.2732216,1651.0000000000105,
N5,41000237,bridge,N5_LRP317a_LRP317b,25.6791938,89.2737771,31.8,0
N5,41000238,link,N5_LRP317b_LRP320a,25.6797216,89.2735827,3158.0000000000155,
N5,41000239,bridge,N5_LRP320a_LRP320b,25.7073611,89.2619167,26.999999999986812,0
N5,41000240,link,N5_LRP320b_LRP334c,25.7075833,89.2618611,14004.99999999999,
N5,41000241,bridge,N5_LRP334c_LRP334d,25.8016111,89.1851941,64.99999999999773,0
N5,41000242,link,N5_LRP334d_LRP342a,25.8016944,89.184583,7514.999999999985,
N5,41000243,bridge,N5_LRP342a_LRP342b,25.8116389,89.1111667,6.6,0
N5,41000244,link,N5_LRP342b_LRP342c,25.8116389,89.1106389,311.00000000003547,
N5,41000245,bridge,N5_LRP342c_LRP342d,25.8116111,89.1075556,27.999999999963165,0
N5,41000246,link,N5_LRP342d_LRP348a,25.8116111,89.1073056,6047.0000000000255,
N5,41000247,bridge,N5_LRP348a_LRP348b,25.8113611,89.0468052,132.000000000005,0
N5,41000248,link,N5_LRP348b_LRP352a,25.8113333,89.0454719,3154.9999999999727,
N5,41000249,bridge,N5_LRP352a_LRP352b,25.8111667,89.0139167,39.00000000004411,0
N5,41000250,link,N5_LRP352b_LRP354a,25.8111667,89.0131944,2422.999999999945,
N5,41000251,bridge,N5_LRP354a_LRP354b,25.8110278,88.9894163,70.66499999999999,0
N5,41000252,link,N5_LRP354b_LRP357a,25.8110278,88.9891663,2651.0000000000105,
N5,41000253,bridge,N5_LRP357a_LRP357b,25.80225,88.9654444,9.999999999990905,0
N5,41000254,link,N5_LRP357b_LRP357c,25.8022222,88.9653611,149.0000000000009,
N5,41000255,bridge,N5_LRP357c_LRP357d,25.8013611,88.9640556,14.000000000010004,0
N5,41000256,link,N5_LRP357d_LRP358a,25.8012778,88.9638889,979.9999999999613,
N5,41000257,bridge,N5_LRP358a_LRP358b,25.7964163,88.95575,50.00000000001137,0
N5,41000258,link,N5_LRP358b_LRP361a,25.7961941,88.9553333,3132.000000000005,
N5,41000259,bridge,N5_LRP361a_LRP361b,25.7828882,88.9280549,9.8,1
N5,41000260,link,N5_LRP361b_LRP366b,25.7828604,88.9279993,5021.0000000000155,
N5,41000261,bridge,N5_LRP366b_LRP366c,25.807,88.895083,10.999999999967258,0
N5,41000262,link,N5_LRP366c_LRP370b,25.807,88.8949719,4896.999999999991,
N5,41000263,bridge,N5_LRP370b_LRP370c,25.7744438,88.8773327,66.00000000003092,0
N5,41000264,link,N5_LRP370c_LRP373b,25.7739993,88.8769716,2887.0000000000005,
N5,41000265,bridge,N5_LRP373b_LRP373c,25.7688882,88.8496663,16.999999999995907,0
N5,41000266,link,N5_LRP373c_LRP375a,25.7687771,88.8487497,1586.0000000000127,
N5,41000267,bridge,N5_LRP375a_LRP375b,25.7665556,88.8332771,54.99999999994998,0
N5,41000268,link,N5_LRP375b_LRP377a,25.7666111,88.8327493,2181.00000000004,
N5,41000269,bridge,N5_LRP377a_LRP377b,25.7692216,88.8112222,1.65,2
N5,41000270,link,N5_LRP377b_LRP379a,25.7692216,88.8110556,1822.0000000000027,
N5,41000271,bridge,N5_LRP379a_LRP379b,25.7735271,88.7938052,1.7,2
N5,41000272,link,N5_LRP379b_LRP381b,25.7736382,88.7932497,2348.9999999999895,
N5,41000273,bridge,N5_LRP381b_LRP381c,25.7730271,88.769916,3.05,0
N5,41000274,link,N5_LRP381c_LRP382a,25.7730549,88.7698327,483.0000000000041,
N5,41000275,bridge,N5_LRP382a_LRP382b,25.7737216,88.7653889,55.05,2
N5,41000276,link,N5_LRP382b_LRP384a,25.7737216,88.7652222,2622.000000000014,
N5,41000277,bridge,N5_LRP384a_LRP384b,25.7724716,88.7402497,3.55,1
N5,41000278,link,N5_LRP384b_LRP387a,25.772791,88.73991635,2819.999999999993,
N5,41000279,bridge,N5_LRP387a_LRP387b,25.7583611,88.722916,54.39,0
N5,41000280,link,N5_LRP387b_LRP389a,25.7583056,88.7228604,1939.9999999999977,
N5,41000281,bridge,N5_LRP389a_LRP389b,25.7526944,88.7049167,1.0000000000331966,0
N5,41000282,link,N5_LRP389b_LRP391a,25.75275,88.7041667,1598.0000000000132,
N5,41000283,bridge,N5_LRP391a_LRP391b,25.7540833,88.6889997,10.1,0
N5,41000284,link,N5_LRP391b_LRP396a,25.7540833,88.6889441,5100.999999999998,
N5,41000285,bridge,N5_LRP396a_LRP396b,25.7874719,88.6762216,31.999999999982265,0
N5,41000286,link,N5_LRP396b_LRP399a,25.7877219,88.6763049,3035.000000000025,
N5,41000287,bridge,N5_LRP399a_LRP399b,25.8138056,88.6747493,25.43,0
N5,41000288,link,N5_LRP399b_LRP415a,25.8141389,88.6738882,15552.00000000002,
N5,41000289,bridge,N5_LRP415a_LRP415b,25.9083611,88.5797493,12.999999999976808,0
N5,41000290,link,N5_LRP415b_LRP416a,25.9083611,88.5796382,1540.0000000000205,
N5,41000291,bridge,N5_LRP416a_LRP416b,25.911,88.5649444,2.35,0
N5,41000292,link,N5_LRP416b_LRP419a,25.9109167,88.5645278,3161.0000000000014,
N5,41000293,bridge,N5_LRP419a_LRP419b,25.9313882,88.5505556,41.03,0
N5,41000294,link,N5_LRP419b_LRP433a,25.9314716,88.5505,13197.999999999978,
N5,41000295,bridge,N5_LRP433a_LRP433b,26.0197493,88.4689993,3.5,1
N5,41000296,link,N5_LRP433b_LRP441a,26.0199993,88.4692771,8050.000000000011,
N5,41000297,bridge,N5_LRP441a_LRP441b,26.0775271,88.5140278,2.35,0
N5,41000298,link,N5_LRP441b_LRP445b,26.0775549,88.5139722,4133.999999999958,
N5,41000299,bridge,N5_LRP445b_LRP445c,26.1116389,88.5301382,30.00000000002956,0
N5,41000300,link,N5_LRP445c_LRP446b,26.1118889,88.5302216,1622.000000000014,
N5,41000301,bridge,N5_LRP446b_LRP446c,26.125916,88.5345552,2.68,1
N5,41000302,link,N5_LRP446c_LRP450a,26.1265827,88.5347497,3151.999999999987,
N5,41000303,bridge,N5_LRP450a_LRP450b,26.1542222,88.539333,3.38,0
N5,41000304,link,N5_LRP450b_LRP451b,26.1545833,88.5394163,1478.0000000000086,
N5,41000305,bridge,N5_LRP451b_LRP451c,26.1673327,88.5425274,33.999999999991815,0
N5,41000306,link,N5_LRP451c_LRP455a,26.1676104,88.5431941,3521.000000000015,
N5,41000307,bridge,N5_LRP455a_LRP455b,26.1973886,88.5534444,2.35,0
N5,41000308,link,N5_LRP455b_LRP464a,26.1974719,88.5536389,9273.000000000024,
N5,41000309,bridge,N5_LRP464a_LRP464b,26.2788327,88.5595556,16.999999999995907,0
N5,41000310,link,N5_LRP464b_LRP470a,26.2789438,88.5596111,6108.0000000000055,
N5,41000311,bridge,N5_LRP470a_LRP470b,26.3298049,88.5526389,264.99999999998636,0
N5,41000312,link,N5_LRP470b_LRP485a,26.3313604,88.5545833,14336.000000000013,
N5,41000313,bridge,N5_LRP485a_LRP485b,26.4526944,88.5603611,6.85,0
N5,41000314,link,N5_LRP485b_LRP494a,26.4527778,88.5598611,9026.000000000011,
N5,41000315,bridge,N5_LRP494a_LRP494b,26.4683604,88.4864163,3.5,0
N5,41000316,link,N5_LRP494b_LRP496a,26.4693604,88.485583,2653.00000000002,
N5,41000317,bridge,N5_LRP496a_LRP496b,26.4718327,88.4594167,3.44,0
N5,41000318,link,N5_LRP496b_LRP499a,26.4718882,88.4591111,2562.000000000012,
N5,41000319,bridge,N5_LRP499a_LRP499b,26.4787771,88.435583,31.314999999999998,0
N5,41000320,link,N5_LRP499b_LRP505e,26.4791938,88.4351386,6829.999999999984,
N5,41000321,bridge,N5_LRP505e_LRP505f,26.4907497,88.368916,116.00000000004229,0
N5,41000322,link,N5_LRP505f_LRP506d,26.4909997,88.3678604,1423.9999999999782,
N5,41000323,bridge,N5_LRP506d_LRP506e,26.5010833,88.3605833,19.99999999998181,0
N5,41000324,link,N5_LRP506e_LRP511a,26.5011667,88.3605,3925.0000000000114,
N5,41000325,bridge,N5_LRP511a_LRP511b,26.5328049,88.3642778,25.0,0
N5,41000326,link,N5_LRP511b_LRP516a,26.5332216,88.3644167,4322.000000000003,
N5,41000327,bridge,N5_LRP516a_LRP516b,26.5681382,88.384083,3.67,0
N5,41000328,link,N5_LRP516b_LRPE,26.5684993,88.3842774,7812.000000000012,
N5,41000329,sourcesink,N5_end,26.6332216,88.4148333,0.0,
N501,42000000,sourcesink,N501_start,23.7985552,90.3434163,0.0,
N501,42000001,link,N501_LRPS_LRPE,23.7985552,90.3434163,11942.0,
N501,42000002,sourcesink,N501_end,23.8922497,90.3618056,0.0,
N502,43000000,sourcesink,N502_start,24.821916,89.36275,0.0,
N502,43000001,link,N502_LRPS_LRP012a,24.821916,89.36275,11620.0,
N502,43000002,bridge,N502_LRP012a_LRP012b,24.7290827,89.3212771,20.00000000000135,0
N502,43000003,link,N502_LRP012b_LRP030a,24.7289438,89.3211104,17460.0,
N502,43000004,bridge,N502_LRP030a_LRP030b,24.5966108,89.2379441,9.99999999999801,0
N502,43000005,link,N502_LRP030b_LRP030c,24.596583,89.2379163,574.9999999999993,
N502,43000006,bridge,N502_LRP030c_LRP030d,24.5917497,89.2358608,10.000000000001563,0
N502,43000007,link,N502_LRP030d_LRP036a,24.5916663,89.235833,5545.000000000002,
N502,43000008,bridge,N502_LRP036a_LRP036b,24.5559167,89.1969719,13.2,1
N502,43000009,link,N502_LRP036b_LRP037a,24.5556944,89.1967219,929.9999999999998,
N502,43000010,bridge,N502_LRP037a_LRP037b,24.5495552,89.1908608,36.49,1
N502,43000011,link,N502_LRP037b_LRP038a,24.5494719,89.1908052,820.0000000000003,
N502,43000012,bridge,N502_LRP038a_LRP038b,24.5431663,89.1695271,49.21,2
N502,43000013,link,N502_LRP038b_LRP039a,24.5428886,89.1693327,1304.9999999999995,
N502,43000014,bridge,N502_LRP039a_LRP039b,24.5334997,89.1784438,75.55,0
N502,43000015,link,N502_LRP039b_LRP040a,24.533166,89.1781382,864.9999999999949,
N502,43000016,bridge,N502_LRP040a_LRP040b,24.5272493,89.1724438,75.92,1
N502,43000017,link,N502_LRP040b_LRP041a,24.5267493,89.1719438,1289.999999999999,
N502,43000018,bridge,N502_LRP041a_LRP041b,24.5181104,89.1636389,76.0,0
N502,43000019,link,N502_LRP041b_LRP042a,24.5175827,89.1631389,434.99999999999517,
N502,43000020,bridge,N502_LRP042a_LRP042b,24.5146944,89.1603333,76.61,1
N502,43000021,link,N502_LRP042b_LRP043,24.5141667,89.1598889,759.999999999998,
N502,43000022,bridge,N502_LRP043_LRP043a,24.50875,89.1546389,16.25,0
N502,43000023,link,N502_LRP043a_LRP044b,24.5083889,89.1542778,980.0000000000039,
N502,43000024,bridge,N502_LRP044b_LRP044c,24.5018056,89.1479719,9.99999999999801,0
N502,43000025,link,N502_LRP044c_LRP045a,24.5017222,89.1478886,920.0000000000018,
N502,43000026,bridge,N502_LRP045a_LRP045b,24.4999163,89.1397219,12.415,1
N502,43000027,link,N502_LRP045b_LRP046b,24.4998886,89.1385274,1699.999999999996,
N502,43000028,bridge,N502_LRP046b_LRP046c,24.4983886,89.1216104,15.000000000000568,0
N502,43000029,link,N502_LRP046c_LRP047a,24.4983608,89.1214993,440.00000000000483,
N502,43000030,bridge,N502_LRP047a_LRP047b,24.4977497,89.1173049,26.15,0
N502,43000031,link,N502_LRP047b_LRP048a,24.4977219,89.117166,1365.000000000002,
N502,43000032,bridge,N502_LRP048a_LRP048b,24.4949997,89.1041944,56.445,1
N502,43000033,link,N502_LRP048b_LRP049b,24.4948608,89.1039722,734.9999999999995,
N502,43000034,bridge,N502_LRP049b_LRP049c,24.4896663,89.1001111,50.00000000000426,0
N502,43000035,link,N502_LRP049c_LRP050a,24.4891663,89.0998886,640.0000000000006,
N502,43000036,bridge,N502_LRP050a_LRP050b,24.4839163,89.0972774,7.0,0
N502,43000037,link,N502_LRP050b_LRP053a,24.4837774,89.0971663,3269.999999999996,
N502,43000038,bridge,N502_LRP053a_LRP053b,24.4679993,89.0701104,11.225,1
N502,43000039,link,N502_LRP053b_LRP054a,24.4679716,89.0700549,813.0000000000023,
N502,43000040,bridge,N502_LRP054a_LRP054b,24.4646111,89.0629444,12.37,0
N502,43000041,link,N502_LRP054b_LRP057b,24.4645556,89.0628611,3336.999999999996,
N502,43000042,bridge,N502_LRP057b_LRP057c,24.445833,89.0404997,12.36,0
N502,43000043,link,N502_LRP057c_LRP058a,24.4457850825,89.04035594999999,745.0000000000045,
