ID,travel_time
Truck14400,291
Truck14401,291
Truck14402,291
Truck14403,291
Truck14404,291
Truck14405,291
Truck14406,291
Truck14407,291
Truck14408,291
Truck14409,291
Truck14410,291
Truck14411,291
Truck14412,291
Truck14413,291
Truck14414,291
Truck14415,291
Truck14416,291
Truck14417,291
Truck14418,291
Truck14419,291
Truck14420,291
Truck14421,291
Truck14422,291
Truck14423,291
Truck14424,291
Truck14425,291
Truck14426,291
Truck14427,291
Truck14428,291
Truck14429,291
Truck14430,291
Truck14431,291
Truck14432,291
Truck14433,291
Truck14434,291
Truck14435,291
Truck14436,291
Truck14437,291
Truck14438,291
Truck14439,291
Truck14440,291
Truck14441,291
Truck14442,291
Truck14443,291
Truck14444,291
Truck14445,291
Truck14446,291
Truck14447,291
Truck14448,291
Truck14449,291
Truck14450,291
Truck14451,291
Truck14452,291
Truck14453,291
Truck14454,291
Truck14455,291
Truck14456,291
Truck14457,291
Truck14458,291
Truck14459,291
Truck14460,291
Truck14461,291
Truck14462,291
Truck14463,291
Truck14464,291
Truck14465,291
Truck14466,291
Truck14467,291
Truck14468,291
Truck14469,291
Truck14470,291
Truck14471,291
Truck14472,291
Truck14473,291
Truck14474,291
Truck14475,291
Truck14476,291
Truck14477,291
Truck14478,291
Truck14479,291
Truck14480,291
Truck14481,291
Truck14482,291
Truck14483,291
Truck14484,291
Truck14485,291
Truck14486,291
Truck14487,291
Truck14488,291
Truck14489,291
Truck14490,291
Truck14491,291
Truck14492,291
Truck14493,291
Truck14494,291
Truck14495,291
Truck14496,291
Truck14497,291
Truck14498,291
Truck14499,291
Truck14500,291
Truck14501,291
Truck14502,291
Truck14503,291
Truck14504,291
Truck14505,291
Truck14506,291
Truck14507,291
Truck14508,291
Truck14509,291
Truck14510,291
Truck14511,291
Truck14512,291
Truck14513,291
Truck14514,291
Truck14515,291
Truck14516,291
Truck14517,291
Truck14518,291
Truck14519,291
Truck14520,291
Truck14521,291
Truck14522,291
Truck14523,291
Truck14524,291
Truck14525,291
Truck14526,291
Truck14527,291
Truck14528,291
Truck14529,291
Truck14530,291
Truck14531,291
Truck14532,291
Truck14533,291
Truck14534,291
