ID,travel_time
Truck28800,290
Truck28801,290
Truck28802,290
Truck28803,290
Truck28804,290
Truck28805,290
Truck28806,290
Truck28807,290
Truck28808,290
Truck28809,290
Truck28810,290
Truck28811,290
Truck28812,290
Truck28813,290
Truck28814,290
Truck28815,290
Truck28816,290
Truck28817,290
Truck28818,290
Truck28819,290
Truck28820,290
Truck28821,290
Truck28822,290
Truck28823,290
Truck28824,290
Truck28825,290
Truck28826,290
Truck28827,290
Truck28828,290
Truck28829,290
Truck28830,290
Truck28831,290
Truck28832,290
Truck28833,290
Truck28834,290
Truck28835,290
Truck28836,290
Truck28837,290
Truck28838,290
Truck28839,290
Truck28840,290
Truck28841,290
Truck28842,290
Truck28843,290
Truck28844,290
Truck28845,290
Truck28846,290
Truck28847,290
Truck28848,290
Truck28849,290
Truck28850,290
Truck28851,290
Truck28852,290
Truck28853,290
Truck28854,290
Truck28855,290
Truck28856,290
Truck28857,290
Truck28858,290
Truck28859,290
Truck28860,290
Truck28861,290
Truck28862,290
Truck28863,290
Truck28864,290
Truck28865,290
Truck28866,290
Truck28867,290
Truck28868,290
Truck28869,290
Truck28870,290
Truck28871,290
Truck28872,290
Truck28873,290
Truck28874,290
Truck28875,290
Truck28876,290
Truck28877,290
Truck28878,290
Truck28879,290
Truck28880,290
Truck28881,290
Truck28882,290
Truck28883,290
Truck28884,290
Truck28885,290
Truck28886,290
Truck28887,290
Truck28888,290
Truck28889,290
Truck28890,290
Truck28891,290
Truck28892,290
Truck28893,290
Truck28894,290
Truck28895,290
Truck28896,290
Truck28897,290
Truck28898,290
Truck28899,290
Truck28900,290
Truck28901,290
Truck28902,290
Truck28903,290
Truck28904,290
Truck28905,290
Truck28906,290
Truck28907,290
Truck28908,290
Truck28909,290
Truck28910,290
Truck28911,290
Truck28912,290
Truck28913,290
Truck28914,290
Truck28915,290
Truck28916,290
Truck28917,290
Truck28918,290
Truck28919,290
Truck28920,290
Truck28921,290
Truck28922,290
Truck28923,290
Truck28924,290
Truck28925,290
Truck28926,290
Truck28927,290
Truck28928,290
Truck28929,290
Truck28930,290
Truck28931,290
Truck28932,290
Truck28933,290
Truck28934,290
Truck28935,290
Truck28936,290
Truck28937,290
Truck28938,290
Truck28939,290
Truck28940,290
Truck28941,290
Truck28942,290
Truck28943,290
Truck28944,290
Truck28945,290
Truck28946,290
Truck28947,290
Truck28948,290
Truck28949,290
Truck28950,290
Truck28951,290
Truck28952,290
Truck28953,290
Truck28954,290
Truck28955,290
Truck28956,290
Truck28957,290
Truck28958,290
Truck28959,290
Truck28960,290
Truck28961,290
Truck28962,290
Truck28963,290
Truck28964,290
Truck28965,290
Truck28966,290
Truck28967,290
Truck28968,290
Truck28969,290
Truck28970,290
Truck28971,290
Truck28972,290
Truck28973,290
Truck28974,290
Truck28975,290
Truck28976,290
Truck28977,290
Truck28978,290
Truck28979,290
Truck28980,290
Truck28981,290
Truck28982,290
Truck28983,290
Truck28984,290
Truck28985,290
Truck28986,290
Truck28987,290
Truck28988,290
Truck28989,290
Truck28990,290
Truck28991,290
Truck28992,290
Truck28993,290
Truck28994,290
Truck28995,290
Truck28996,290
Truck28997,290
Truck28998,290
Truck28999,290
Truck29000,290
Truck29001,290
Truck29002,290
Truck29003,290
Truck29004,290
Truck29005,290
Truck29006,290
Truck29007,290
Truck29008,290
Truck29009,290
Truck29010,290
Truck29011,290
Truck29012,290
Truck29013,290
Truck29014,290
Truck29015,290
Truck29016,290
Truck29017,290
